メンバーコード,ログインコード,メンバー名,力量タイプ  ###[competence_type]###,力量コード,力量名,レベル,取得日  ###[acquired_date]###,有効期限  ###[expiration_date]###,備考  ###[remarks]###,文書番号,作成日,更新日,保有力量コード  ###[member_acquired_competence_level_code]###
m184,m184,藤本 力也,EDUCATION,C01121-4,【新入社員】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Z5OPoolg3jHhDTSncZy9
m184,m184,藤本 力也,EDUCATION,C01121-5,【新入社員】現場研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,roahlzYPCaWoQJh0jBLi
m184,m184,藤本 力也,EDUCATION,C01122-1,【2年目】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6NPVs9Zg5gHPi6A0Y16W
m184,m184,藤本 力也,EDUCATION,C01122-2,【2年目】資料作成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ZvgniRCscnTTn94p1Hl8
m184,m184,藤本 力也,EDUCATION,C01122-3,【2年目】チームビルディング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,2dSnkN6SIHJamuF9EUoG
m184,m184,藤本 力也,EDUCATION,C01122-4,【2年目】ファシリテーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,O01kX6QbCiIer8szTMvZ
m184,m184,藤本 力也,EDUCATION,C01131-1,QC研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5UqOE8rA7fq7vLOxRSo4
m184,m184,藤本 力也,EDUCATION,C01131-2,5S研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,LpuZq1x2PIrVhx02HIYH
m184,m184,藤本 力也,EDUCATION,C01131-3,安全講習,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kKdY0ecLxOTa1t3UVPoR
m184,m184,藤本 力也,EDUCATION,bkAnDgKqdpriuLK0cr7J,子力量_テスト3（レベル2）,●,2025/09/03,2025/11/05,,,2025/09/03 20:37:11,2025/09/03 20:37:48,ndPlPu2sOJJGHIcjB3K4
m184,m184,藤本 力也,EDUCATION,nintei-e5,工程内検査員OJT教育,●,2024/12/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Xjefwc4seZ0OCPDCcJcJ
m184,m184,藤本 力也,EDUCATION,nintei-e6,工程内検査員認定教育,●,2024/12/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,DHuUrkY6tUwESaIZTQYa
m184,m184,藤本 力也,EDUCATION,seizoubu-e1,図面読み取り講習（Lv.1）,●,2024/12/19,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dtai5vPuiR0BCpvGi22F
m184,m184,藤本 力也,EDUCATION,seizoubu-e3,ハイトゲージ（Lv.1）,●,2023/02/14,2025/02/14,,,2024/12/26 23:32:54,2024/12/26 23:32:54,DVHNhErn8XFe9hLiyqU4
m184,m184,藤本 力也,EDUCATION,seizoubu-e5,製品A（Lv.1）,●,2022/09/19,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0Rpxfw1ILVPQxmIQvdBk
m184,m184,藤本 力也,EDUCATION,xQ9v5KcZ5BFZZvdnwegp,子力量_テスト2（レベル1）,●,2025/08/08,,,,2025/08/08 01:01:58,2025/08/08 01:01:58,FmoQBBoT9Rh6D3GIDTTD
m184,m184,藤本 力也,LICENSE,nintei-l3,工程内検査員,●,2024/12/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,fwX0bID13irgwkrPs5W4
m190,m190,津村 宏平,SKILL,D01-001,2D CADトレース,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WF0Q6WsCJiRAvrp7aTM5
m190,m190,津村 宏平,SKILL,D01-002,3D CADトレース,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dAgHEYwxr9ehWgm4GThV
m190,m190,津村 宏平,SKILL,D01-003,投影図,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,MXNrPaPCuNp0SL2dB0K5
m190,m190,津村 宏平,SKILL,D01-004,図面の線種類,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,9C2QzZEeKLeDTkn8P93s
m190,m190,津村 宏平,SKILL,D01-005,表面粗さ,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,4P3wB8dmZjMAMBRVkVXX
m190,m190,津村 宏平,SKILL,D01-006,図面フォーマット（注記),2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,zSynPNwbToZ934zMX7CR
m190,m190,津村 宏平,SKILL,D01-007,図面チェックシートの内容理解,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,vRFRgWtLHPcXRSyfZsvz
m190,m190,津村 宏平,SKILL,D02-001,寸法公差設定,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GhwKcc2BmwSANvpSwqWP
m190,m190,津村 宏平,SKILL,D02-002,はめあい公差設定,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,T1tQQQkBJLVrcnu6EgfR
m190,m190,津村 宏平,SKILL,D02-003,幾何公差設定,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,SVVaZpC7khRdHvZeXeyn
m190,m190,津村 宏平,SKILL,D02-004,加工方法,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WYmIGXrNmhKpVrbJtWJJ
m190,m190,津村 宏平,SKILL,D02-005,溶接方法,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,sZsgO2RtfLNjGMpCiztI
m190,m190,津村 宏平,SKILL,D02-006,ねじ製図,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GgyEfkjhRS4AM53Ue3kp
m190,m190,津村 宏平,SKILL,D02-007,構想力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WUZ96Tmjyq0Gar859mEA
m190,m190,津村 宏平,SKILL,D02-008,図解力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,JlgqKKqch7HPLiDzOQJ2
m190,m190,津村 宏平,SKILL,D02-009,各設計計算,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,p7IHOxoK4023Waogp2fM
m190,m190,津村 宏平,SKILL,D02-010,機構設計力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,OxOjhCuFzLqPs9CVbh8T
m190,m190,津村 宏平,SKILL,D02-011,振動設計力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,FKW5YihopPtRegA9AWlD
m190,m190,津村 宏平,SKILL,D02-012,検図力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,jTrnXIH46Fb0jG2cp49o
m190,m190,津村 宏平,SKILL,D03-001,信頼性設計,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,UNOdChA7jmfNXkvgcqBc
m190,m190,津村 宏平,SKILL,D03-002,設計品質ツール,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,HhefBF8XXGWhbiJIc3Is
m190,m190,津村 宏平,SKILL,D03-003,製造品質ツール,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,U9CIGIUojpQ7xXtnZ3JP
m190,m190,津村 宏平,SKILL,D03-004,QMS,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,bwaBCVwdig6isbuJ9aLU
m190,m190,津村 宏平,SKILL,D04-001,原価算出,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,L00EAptwOklz9SSN1LBX
m190,m190,津村 宏平,SKILL,D04-002,原価管理,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,2FnSHEIDLVDBsaeJ6QXS
m190,m190,津村 宏平,SKILL,D05-001,ロジカルシンキング（論理思考）,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,us2yZboB6u15FBKoo1DY
m190,m190,津村 宏平,SKILL,D05-002,設計方針決定力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,A2cGKEsiXqIuF81lii19
m190,m190,津村 宏平,SKILL,D05-003,設計戦略立案・実行力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rEVPVQJC1Q7ClnHDrZBK
m190,m190,津村 宏平,SKILL,D05-004,コア技術の伝承,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mepHSnlc6Hj2J2p2aP31
m190,m190,津村 宏平,SKILL,D05-005,進捗管理,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,uP1rxUDLwefoCCX371pb
m190,m190,津村 宏平,SKILL,D05-006,マルチタスク能力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,XKtq4pgCuFA9cHb4ZdUv
m190,m190,津村 宏平,SKILL,D05-007,競合他社との差別化方針の立案,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qmlU0EimU3KjooK1cJTv
m190,m190,津村 宏平,SKILL,D05-008,リスクアセスメント,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,9AJAJ0e1FqWZe4ouyqHb
m190,m190,津村 宏平,SKILL,D05-009,問題解決手法,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,1clphmZ4ZkAFBVvvJhaS
m190,m190,津村 宏平,SKILL,D05-010,マーケティング力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,vhB3jhFgic5b1ocqJQUx
m190,m190,津村 宏平,SKILL,D06-001,リーダーシップ力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,u6JcsJeQ9t5lyvseb0vz
m190,m190,津村 宏平,SKILL,D06-002,チームワーク力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,bknNrainEiI0z1bHhlOa
m190,m190,津村 宏平,SKILL,D06-003,調整力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,JjL2EJazbwvPyvbAR3gZ
m190,m190,津村 宏平,SKILL,D06-004,プレゼンテーション力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,UHMjLV73z6Eml4YhzlOW
m190,m190,津村 宏平,SKILL,D06-005,交渉力,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,8JmgE0d8IPb55COcSNK4
m190,m190,津村 宏平,SKILL,D06-006,人材育成力（コーチング力）,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,h1ClfXyfILzcUUrGwvSw
m190,m190,津村 宏平,SKILL,D06-007,設計コミュニケーション,2,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,cXWtkWPsSWc7XQFi6pVH
m190,m190,津村 宏平,EDUCATION,C01121-1,【新入社員】基礎研修,●,2024/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,lZN5labrWrGk0EiwMuRt
m190,m190,津村 宏平,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2024/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GQKUK1CGyAqbopeEecfK
m190,m190,津村 宏平,EDUCATION,D01-e01,2D CAD OJT教育(基礎),●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WtWnZVXVu0BPggY14j5k
m190,m190,津村 宏平,EDUCATION,D01-e02,2D CAD OJT教育(初級）,●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,CvnlUnd76cgd8hexPiOi
m190,m190,津村 宏平,EDUCATION,D01-e03,2D CAD OJT教育(中級）,●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,zMnIGVtRgxNbSsDKVPaF
m190,m190,津村 宏平,EDUCATION,D01-e04,実務経験(1年）,●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GJN4gcUhjyZLBLo5uZSk
m190,m190,津村 宏平,EDUCATION,D01-e05,3D CAD OJT教育(基礎),●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,aFoOAZmYTqzuuPDimmRd
m190,m190,津村 宏平,EDUCATION,D01-e06,3D CAD OJT教育(初級）,●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,xBmzO3QBG8ubJ7EU7l3i
m190,m190,津村 宏平,EDUCATION,D01-e07,3D CAD OJT教育(中級）,●,2018/04/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TLNLPr8IWWBBSeQNc8T0
m191,m191,妹尾 仁人,SKILL,D01-001,2D CADトレース,2,2023/03/31,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kvLPSsa2KgR3mXpdZyFb
m191,m191,妹尾 仁人,SKILL,D01-002,3D CADトレース,1,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TiBiq7FqjfnTrnqBlBNW
m191,m191,妹尾 仁人,SKILL,D01-003,投影図,4,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,YgfAC21yAQJfnCX0A7dE
m191,m191,妹尾 仁人,SKILL,D01-004,図面の線種類,4,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5rLL6VOlgsWitbb3zWiI
m191,m191,妹尾 仁人,SKILL,D01-005,表面粗さ,4,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qCijFP75JvAFhGVgOFs0
m191,m191,妹尾 仁人,SKILL,D01-006,図面フォーマット（注記),3,2022/03/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pfs7MHWRpBBkRcQAdTq0
m191,m191,妹尾 仁人,SKILL,D01-007,図面チェックシートの内容理解,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,d7DGJmbVkGBnibwQdDFP
m191,m191,妹尾 仁人,SKILL,D02-001,寸法公差設定,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oPLQ2e57Wb9J5X0RFlKv
m191,m191,妹尾 仁人,SKILL,D02-002,はめあい公差設定,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,KsTPheggotXUazVLndwV
m191,m191,妹尾 仁人,SKILL,D02-003,幾何公差設定,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6Y1iv14E8j4U43vNcFf4
m191,m191,妹尾 仁人,SKILL,D02-004,加工方法,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6BCdj736u74ItQYP2UI8
m191,m191,妹尾 仁人,SKILL,D02-005,溶接方法,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mPgLHq0Bp84yKYfEtYD2
m191,m191,妹尾 仁人,SKILL,D02-006,ねじ製図,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Y5MHK7UtO0eGxnXTMyoI
m191,m191,妹尾 仁人,SKILL,D02-007,構想力,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,iSZOKXMyAYwS5sDAo8ub
m191,m191,妹尾 仁人,SKILL,D02-008,図解力,3,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,a3bS32fPbMxtY7qfgb3o
m191,m191,妹尾 仁人,SKILL,D02-009,各設計計算,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,3zJDyIGRXxaDMlD3k7sJ
m191,m191,妹尾 仁人,SKILL,D02-012,検図力,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Mqcvx9XAjobgNcILV0oe
m191,m191,妹尾 仁人,SKILL,D03-001,信頼性設計,1,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,JdiJZm9Jzoifb21nz3v8
m191,m191,妹尾 仁人,SKILL,D03-002,設計品質ツール,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dMVqthUqD1r53nKbyfBF
m191,m191,妹尾 仁人,SKILL,D03-003,製造品質ツール,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,HMoGPz0fgxgTX18Tt4FK
m191,m191,妹尾 仁人,SKILL,D03-004,QMS,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rkwhypAI1Gko7LXVG61a
m191,m191,妹尾 仁人,SKILL,D04-001,原価算出,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,fT9oTw9myGU23c44EyAQ
m191,m191,妹尾 仁人,SKILL,D04-002,原価管理,1,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,r6hg2PtU683j990RQi1T
m191,m191,妹尾 仁人,SKILL,D05-001,ロジカルシンキング（論理思考）,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,y9xCM8BglAYyBHVbJA5B
m191,m191,妹尾 仁人,SKILL,D05-004,コア技術の伝承,3,2025/02/05,,,,2025/02/05 14:48:45,2025/02/05 14:48:45,a2aJkfgwUMspWlwLDr8v
m191,m191,妹尾 仁人,SKILL,D05-006,マルチタスク能力,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TCth3oNoP2LFdVJhtJMC
m191,m191,妹尾 仁人,SKILL,D05-007,競合他社との差別化方針の立案,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BelaXlmKULV71Pc0z1SR
m191,m191,妹尾 仁人,SKILL,D05-009,問題解決手法,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,QnncwFo3ktYPr1YzJFln
m191,m191,妹尾 仁人,SKILL,D06-001,リーダーシップ力,1,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,UzSxJaX7MwF46BkDw1wk
m191,m191,妹尾 仁人,SKILL,D06-002,チームワーク力,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,hy7ffrrL999ttS690Ucb
m191,m191,妹尾 仁人,SKILL,D06-004,プレゼンテーション力,1,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Po2NFoqwT6atujXIdFas
m191,m191,妹尾 仁人,SKILL,D06-006,人材育成力（コーチング力）,1,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,UHk5RkYLIkEOW1FrQQBo
m191,m191,妹尾 仁人,SKILL,D06-007,設計コミュニケーション,2,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,AGPPgsd5PkumZlx40jE2
m191,m191,妹尾 仁人,EDUCATION,C01121-1,【新入社員】基礎研修,●,2024/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kOkh18ADahE1GYezsKI4
m191,m191,妹尾 仁人,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2024/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,hnAhgnDo5eM6aUkxZyM3
m191,m191,妹尾 仁人,EDUCATION,D01-e01,2D CAD OJT教育(基礎),●,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,vf0D7ESEVGkEpDTCtiwF
m191,m191,妹尾 仁人,EDUCATION,D01-e02,2D CAD OJT教育(初級）,●,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Ep29f5z5K9B67bxlPxy1
m191,m191,妹尾 仁人,EDUCATION,D01-e03,2D CAD OJT教育(中級）,●,2024/03/31,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,hqeADbB6Ja1xbo8kGDW2
m191,m191,妹尾 仁人,EDUCATION,D01-e05,3D CAD OJT教育(基礎),●,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Bfm0rXwNKErD6cNEXMdm
m191,m191,妹尾 仁人,EDUCATION,D01-e06,3D CAD OJT教育(初級）,●,2020/04/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ycIyu4hZizOc6EGkRSF4
m192,m192,川西 湊也,EDUCATION,C01121-1,【新入社員】基礎研修,●,2024/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,OWascxM42h9LilaD2s3o
m192,m192,川西 湊也,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2024/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,O8mQXnUA6r2EzROQ4su1
m194,m194,亀田 千早,SKILL,Z9fnq3LIECTY25BEWdQi,親力量_テスト1,2,2025/09/03,,,,2025/09/03 20:38:22,2025/09/03 20:38:22,MZ068lScToqpIKkLK27I
m194,m194,亀田 千早,SKILL,kakou2,荒加工,3,2023/11/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Dei869IZgezPXL3X3gtb
m194,m194,亀田 千早,SKILL,kakou4,外面研削,1,2022/04/06,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,XQOYDrXltCjSdY5DwN6y
m194,m194,亀田 千早,SKILL,kakou6,研磨,2,2021/02/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,AT4uSPmctUn1GNQMHFGZ
m194,m194,亀田 千早,SKILL,kensa3,内径ゲージ検査,1,2022/11/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5YykoxlHvuRUMmwPkXPR
m194,m194,亀田 千早,SKILL,kensa4,精度検査,1,2022/12/19,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,JKhsMkG35zwvzDkGmYsV
m194,m194,亀田 千早,SKILL,kensa6,測定技術,1,2022/12/20,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,N89aewb0k81twMXwyOlB
m194,m194,亀田 千早,SKILL,kumitate1,型番変更,1,2022/04/06,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,nSmFhIulc4PUylksXMHP
m194,m194,亀田 千早,SKILL,kumitate10,再洗浄,2,2022/02/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7QnJAi6ylpeANMykuKdL
m194,m194,亀田 千早,SKILL,kumitate12,CXドライバー設定作業,1,2022/05/04,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Tu9KMlIfs66CTpXn4H65
m194,m194,亀田 千早,SKILL,kumitate13,装置動作確認,1,2022/09/06,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,zY3hoJKhdkluuoX60Ke1
m194,m194,亀田 千早,SKILL,kumitate3,部材取付け,2,2022/04/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qVIVElF09Ys91oUUJpOz
m194,m194,亀田 千早,SKILL,kumitate5,穴埋め,1,2022/04/12,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,h1ZAn8xXMtfD0RqWKZku
m194,m194,亀田 千早,SKILL,kumitate7,組立前洗浄,1,2022/02/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mORFOPv4sEmcOBxJCj7h
m194,m194,亀田 千早,SKILL,kumitate9,ABC調整組立,1,2022/04/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,q52fqHxfo6DDPQkf6elE
m194,m194,亀田 千早,SKILL,seizoubu1,図面の読み取り,4,2025/05/21,,,,2025/05/21 11:27:34,2025/05/21 11:27:34,uXF2jBwNap03FS5lQBtV
m194,m194,亀田 千早,SKILL,seizoubu2,測定器の取扱い,3,2024/11/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,hxaerfujEI1Vx6OyNC1E
m194,m194,亀田 千早,SKILL,seizoubu3,製品理解,3,2024/11/13,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,nQ7K3TTnhtyWQtP7IAyF
m194,m194,亀田 千早,EDUCATION,2tZ3wvc4GWMNXQL3EHXx,子力量_テスト1（レベル1）,●,2025/08/08,,,,2025/08/08 01:03:06,2025/08/08 01:03:06,91iPdght9fmQJyf8OPdl
m194,m194,亀田 千早,EDUCATION,C0111-1,コンプライアンス研修,●,2024/12/27,,,,2024/12/27 10:13:36,2024/12/27 10:13:36,KpOcZmHdq03GdGmBXpDl
m194,m194,亀田 千早,EDUCATION,C0111-2,情報セキュリティ研修,●,2022/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Pyf0zGiRzWCnZr1wQ06S
m194,m194,亀田 千早,EDUCATION,C0111-3,ISO9001研修,●,2022/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,w4oIVsicSYP0eMeW9SsY
m194,m194,亀田 千早,EDUCATION,C0111-4,ISO14001研修,●,2022/04/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,zjakF0MI2OUbm82Utyz9
m194,m194,亀田 千早,EDUCATION,C01121-1,【新入社員】基礎研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,jhG22U5LAjdoqqO4ZAeD
m194,m194,亀田 千早,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kdTLUmGiBZFWlPv64LgX
m194,m194,亀田 千早,EDUCATION,C01121-3,【新入社員】コンプライアンス研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,bMIZkR7tfikYZCYHrC14
m194,m194,亀田 千早,EDUCATION,C01121-4,【新入社員】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,wsY5xcLKE1kpZEweEneU
m194,m194,亀田 千早,EDUCATION,C01121-5,【新入社員】現場研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rH68p9wJxMmoaBA1CrPj
m194,m194,亀田 千早,EDUCATION,C01122-1,【2年目】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pIC1G4S2spU4LWqQS9JK
m194,m194,亀田 千早,EDUCATION,C01122-2,【2年目】資料作成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oZnPwQ4opwryuIKYxO0I
m194,m194,亀田 千早,EDUCATION,C01122-3,【2年目】チームビルディング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7DWDr3uMGyJx67CUbg6D
m194,m194,亀田 千早,EDUCATION,C01122-4,【2年目】ファシリテーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,FtGIRLolDcAC5qtbORDh
m194,m194,亀田 千早,EDUCATION,C01131-1,QC研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Ma6UZ6TDYnROUdLJQG2u
m194,m194,亀田 千早,EDUCATION,C01131-2,5S研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dPjiu1ACqm7WLCFSWeic
m194,m194,亀田 千早,EDUCATION,C01131-3,安全講習,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mmPXsikVA0zeIkfcIuAn
m194,m194,亀田 千早,EDUCATION,C0114-1,【eラーニング】ロジカルシンキング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,8Vo35OEavJeqmeShMJHG
m194,m194,亀田 千早,EDUCATION,C0114-10,【eラーニング】TOEIC,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,cZHEy2jj1TdFSlMIVsmc
m194,m194,亀田 千早,EDUCATION,C0114-2,【eラーニング】ロジカルシンキング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,EGYijRNVT5cNbrc5Z4aX
m194,m194,亀田 千早,EDUCATION,C0114-4,【eラーニング】ロジカルライティング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,uMJo1BN4HEOKf0ZK5LQT
